id,playerAge,buyTicketTimeOfComp,packNormalScore,packReverseScore,packTimeOfComp,lab1Time,lab2Time,lab3Time,lab1Latency,lab2Latency,lab3Latency,lab1Hits,lab2Hits,lab3Hits,lab1Crosses,lab2Crosses,lab3Crosses,lab1DeadEnds,lab2DeadEnds,lab3DeadEnds,labXHits,labXCrosses,labXDeadEnds,labTimeOfComp,waitRoomCorrect,waitRoomIncorrect,waitRoomMissed,flyPlaneCorrect,flyPlaneIncorrect,flyPlaneMissed,flyPlaneGreenCorrect,flyPlaneGreenIncorrect,flyPlaneGreenMissed,flyPlaneTimeOfComp,coinsMinCorrect,coinsMinIncorrect,coinsMinMissed,coinsExtraCorrect,coinsExtraIncorrect,coinsExtraMissed,coinsSelected,coinsClicksBeforeMin,coinsTimeOfComp,unPackFirstSelected,unPackFirstCorrect,unPackFirstPerc,unPackS1Correct,unPackS2Correct,unPackS3Correct,unPackS1Incorrect,unPackS2Incorrect,unPackS3Incorrect,unPackS1Repeated,unPackS2Repeated,unPackS3Repeated,unPackFourFirstSample,unPackFourLastSample,unPackGroupingSample,unPackSpacialPrecisionSample,unPackTimeOfComp
276,7,77,3,4,532,141.455,30.101,31.0179,7.60033,9.51693,12.8174,24,15,11,7,8,9,12,1,2,16.67,8,5,211,10,25,1,19,10,1,6,4,0,78,2,15,22,20,13,2,"[""183"",""137"",""186"",""118"",""103"",""164"",""126"",""112"",""43"",""108"",""45"",""23"",""4"",""8"",""24"",""22"",""63"",""Coin16"",""Coin14"",""Coin32"",""Coin25"",""Coin50"",""Coin82"",""Coin168"",""Coin147"",""Coin218"",""Coin204"",""Coin193"",""Coin182"",""Coin154"",""Coin155"",""Coin143"",""Coin127"",""Coin140"",""Coin119"",""Coin116"",""Coin113"",""Coin110"",""Coin93"",""Coin89"",""Coin84"",""Coin69"",""Coin73"",""Coin59"",""Coin56"",""Coin49"",""Coin39"",""Coin20"",""Coin3"",""Coin12""]",1,184,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,2,8,9,1,0,4,0,0,2,"[1,50,50,0]","[0,50,25,0]","[0,3,1,0]","[1,4,7,0]",259
277,7,125,3,3,424,70.3017,153.154,58.4513,4.24999,8.01698,13.0003,17,71,13,2,43,4,1,11,3,33.67,16.33,5,290,8,6,3,16,5,9,5,2,2,77,8,2,16,2,0,14,"[""3"",""22"",""133"",""147"",""14"",""73"",""59"",""70"",""69"",""193"",""Coin113"",""Coin63""]",0,90,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,6,9,9,0,0,2,0,1,0,"[50,0,50,0]","[25,75,50,0]","[0,3,2,0]","[0,3,5,0]",306
278,7,95,3,4,496,154.017,200.1,39.5995,9.8008,10.0164,18.7503,28,65,9,10,39,6,9,10,1,34,18.33,6.67,403,9,3,2,25,2,3,8,1,1,102,6,1,18,4,0,14,"[""147"",""222"",""73"",""84"",""82"",""3"",""204"",""Coin193"",""Coin182"",""Coin168"",""Coin110""]",0,130,[],0,0,5,8,9,2,0,0,0,0,0,"[25,75,75,0]","[50,25,25,0]","[0,2,2,0]","[5,2,7,0]",295
279,7,211,3,3,420,79.1346,86.818,70.718,3.28318,10.7668,6.90027,9,12,12,1,5,3,0,0,0,11,3,0,247,9,1,2,13,7,10,4,2,3,156,6,0,18,13,0,5,"[""3"",""14"",""22"",""50"",""59"",""63"",""Coin73"",""Coin82"",""Coin110"",""Coin127"",""Coin140"",""Coin147"",""Coin154"",""Coin168"",""Coin204"",""Coin182"",""Coin218"",""Coin215"",""Coin222""]",0,187,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,5,6,7,3,0,0,1,0,0,"[0,50,50,0]","[25,50,25,0]","[1,1,1,0]","[3,3,5,0]",329
280,7,31,4,1,806,63.7506,60.5163,31.8336,3.75,8.1334,20.4503,14,45,3,0,31,1,0,5,0,20.67,10.67,1.67,177,1,20,10,18,9,3,1,7,1,72,5,0,19,5,0,14,"[""215"",""222"",""14"",""218"",""204"",""Coin168"",""Coin154"",""Coin147"",""Coin73"",""Coin3""]",0,136,[],0,0,6,9,7,1,1,0,0,0,0,"[50,50,50,0]","[25,25,25,0]","[2,2,3,0]","[0,0,0,0]",202
281,7,51,3,3,304,165.973,49.7016,44.2203,4.45034,5.10022,3.13334,34,18,21,7,9,12,7,4,5,24.33,9.33,5.33,267,5,96,6,28,1,1,8,0,1,71,13,0,11,4,0,7,"[""14"",""59"",""22"",""25"",""3"",""140"",""127"",""218"",""50"",""168"",""154"",""113"",""193"",""Coin56"",""Coin110"",""Coin222"",""Coin215""]",0,100,"[""Robot"",""Tabla de surf"",""Lentes""]",2,0,0,9,2,0,10,1,0,4,0,"[0,25,1,0]","[0,25,1,0]","[0,5,0,0]","[0,3,1,0]",272
282,8,164,4,4,355,26.3836,23.3176,37.184,5.66637,3.54997,2.40068,47,36,16,26,29,10,13,6,1,33,21.67,6.67,94,11,5,0,28,1,1,8,1,0,69,12,0,12,4,0,8,"[""3"",""22"",""193"",""50"",""69"",""182"",""215"",""218"",""25"",""73"",""154"",""59"",""Coin204"",""Coin140"",""Coin222"",""Coin63""]",0,96,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,9,9,9,10,10,0,4,4,2,"[25,0,25,0]","[50,25,75,0]","[5,5,2,0]","[10,10,4,0]",325
283,7,92,4,3,413,56.8996,52.6495,26.6164,1.81691,2.86678,4.44968,26,49,15,4,29,10,4,11,3,30,14.33,6,144,8,6,3,22,2,6,7,0,2,97,10,1,14,8,0,6,"[""73"",""168"",""182"",""219"",""218"",""222"",""113"",""154"",""69"",""22"",""110"",""Coin14"",""Coin3"",""Coin193"",""Coin215"",""Coin59"",""Coin140"",""Coin50"",""Coin56""]",1,152,"[""Tabla de surf"",""Robot"",""Robot""]",3,99.99,7,8,8,6,6,0,4,3,2,"[0,50,25,0]","[25,25,75,0]","[3,5,2,0]","[7,6,6,0]",341
284,6,37,4,3,422,99.3342,30.8168,8.53337,3.78339,5.63337,6.10004,14,21,7,1,12,6,1,2,1,14,6.33,1.33,146,11,8,0,24,3,3,8,1,0,77,11,0,13,8,0,5,"[""113"",""3"",""14"",""25"",""22"",""63"",""59"",""56"",""50"",""82"",""127"",""Coin140"",""Coin147"",""Coin168"",""Coin182"",""Coin193"",""Coin218"",""Coin222"",""Coin215""]",0,109,"[""Tabla de surf"",""Robot"",""Pino""]",2,0,9,8,6,10,0,0,4,2,0,"[25,25,25,0]","[50,50,50,0]","[1,2,2,0]","[8,4,4,0]",387
285,6,110,3,1,341,68.6845,84.218,62.4344,3.46675,5.13344,9.58339,6,11,6,1,1,1,0,0,0,7.67,1,0,223,11,5,0,27,1,2,8,1,0,123,8,6,16,0,0,16,"[""3"",""25"",""22"",""32"",""49"",""50"",""39"",""54"",""56"",""53"",""133"",""82"",""69"",""73""]",0,68,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,8,8,8,1,0,0,1,1,1,"[25,25,25,0]","[50,50,50,0]","[3,3,0,0]","[5,4,3,0]",213
286,6,17,3,1,297,27.5337,28.967,21.0835,9.45015,2.91671,5.01669,20,33,7,16,24,3,6,9,0,20,14.33,5,85,6,189,5,20,8,2,8,2,1,130,8,7,16,0,0,16,"[""178"",""182"",""119"",""69"",""50"",""25"",""22"",""3"",""155"",""133"",""197"",""222"",""208"",""140"",""6""]",0,68,"[""Alcancia"",""Tabla de surf"",""Sombrero""]",1,0,9,9,1,10,10,2,4,4,0,"[0,0,0,0]","[25,50,1,0]","[4,4,0,0]","[0,2,1,0]",309
287,7,185,3,4,432,80.7863,15.9843,6.98365,3.96708,11.1173,4.4669,23,8,5,7,5,5,4,2,1,12,5.67,2.33,111,6,58,5,22,3,5,8,0,1,142,5,0,19,14,0,5,"[""204"",""182"",""215"",""50"",""113"",""Coin154"",""Coin127"",""Coin218"",""Coin222"",""Coin193"",""Coin168"",""Coin147"",""Coin140"",""Coin110"",""Coin73"",""Coin59"",""Coin63"",""Coin22"",""Coin3""]",4,216,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,9,9,9,3,0,0,1,0,0,"[50,25,25,0]","[50,50,50,0]","[0,3,3,0]","[6,6,6,0]",236
288,7,151,2,1,314,82.2679,49.7343,30.4172,2.63324,24.2006,20.4003,23,12,12,6,7,8,7,1,6,15.67,7,4.67,171,3,41,8,17,11,2,6,3,1,74,9,13,15,6,34,9,"[""110"",""118"",""137"",""210"",""147"",""115"",""101"",""85"",""69"",""53"",""37"",""21"",""22"",""59"",""127"",""218"",""193"",""161"",""177"",""145"",""129"",""113"",""Coin97"",""Coin81"",""Coin82"",""Coin66"",""Coin50"",""Coin34"",""Coin18"",""Coin2"",""Coin3"",""Coin4"",""Coin5"",""Coin6"",""Coin7"",""Coin8"",""Coin9"",""Coin56"",""Coin222"",""Coin206"",""Coin190"",""Coin158"",""Coin174"",""Coin142"",""Coin126"",""Coin125"",""Coin109"",""Coin93"",""Coin61"",""Coin77"",""Coin76"",""Coin25"",""Coin49"",""Coin186"",""Coin201"",""Coin180"",""Coin179"",""Coin65"",""Coin33"",""Coin17"",""Coin1"",""Coin19""]",1,138,"[""Carrito"",""Tabla de surf"",""Lentes""]",2,0,8,7,8,6,2,2,3,2,2,"[25,50,25,0]","[25,25,50,0]","[4,2,2,0]","[3,4,5,0]",335
289,7,135,4,3,401,81.8356,63.7684,57.5013,2.26676,5.09996,13.3503,9,4,12,0,2,8,0,0,4,8.33,3.33,1.33,213,6,2,5,25,5,0,6,3,0,289,7,2,17,0,0,17,"[""39"",""172"",""14"",""3"",""69"",""56"",""22"",""222"",""215""]",0,72,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,8,9,9,1,0,0,1,0,0,"[50,75,50,0]","[50,25,50,0]","[1,2,2,0]","[4,5,6,0]",261
290,6,89,3,2,407,92.8026,46.9016,27.6852,16.9838,7.00025,4.81687,16,21,8,3,9,4,5,2,0,15,5.33,2.33,177,10,5,1,24,4,2,8,1,0,114,7,13,17,1,0,16,"[""222"",""183"",""207"",""126"",""110"",""112"",""108"",""127"",""140"",""137"",""118"",""103"",""113"",""49"",""51"",""50"",""67"",""99"",""213"",""215"",""Coin168""]",0,71,"[""Alcancia"",""Pino"",""Alcancia""]",0,0,9,6,6,5,1,1,2,0,0,"[25,75,75,0]","[50,25,25,0]","[1,0,2,0]","[3,4,4,0]",367
291,7,89,3,1,373,61.9855,33.6681,16.9506,13.9506,5.3671,3.63348,83,17,12,54,11,7,36,3,1,37.33,24,13.33,124,11,48,0,18,8,4,5,2,2,74,5,4,19,6,13,13,"[""59"",""82"",""50"",""118"",""113"",""51"",""4"",""3"",""8"",""Coin43"",""Coin56"",""Coin218"",""Coin222"",""Coin130"",""Coin63"",""Coin54"",""Coin119"",""Coin103"",""Coin73"",""Coin69"",""Coin129"",""Coin145"",""Coin116"",""Coin100"",""Coin98"",""Coin99"",""Coin65"",""Coin49""]",0,120,"[""Alcancia"",""Carrito"",""Pino""]",1,0,9,9,9,6,10,10,3,4,4,"[25,50,25,0]","[50,25,75,0]","[1,6,5,0]","[1,5,3,0]",573
292,7,11,4,6,454,87.4687,58.3348,61.2343,9.88304,6.93333,2.51695,2,4,8,0,0,3,0,0,1,4.67,1,0.33,214,6,18,5,24,5,1,7,2,0,196,7,0,17,2,0,15,"[""218"",""3"",""14"",""25"",""56"",""59"",""63"",""Coin127"",""Coin154""]",0,117,"[""Tabla de surf"",""Carrito"",""Alcancia""]",2,0,9,8,9,10,1,1,4,2,2,"[0,50,25,0]","[50,25,50,0]","[2,2,4,0]","[5,7,7,0]",360
293,6,26,3,1,456,83.6495,8.95057,4.93344,11.1505,3.58368,2.26656,12,13,8,1,9,5,0,4,2,11,5,2,108,8,58,3,19,10,1,2,9,1,214,9,0,15,6,1,9,"[""154"",""193"",""50"",""218"",""215"",""222"",""73"",""82"",""3"",""Coin56"",""Coin59"",""Coin116"",""Coin147"",""Coin25"",""Coin22"",""Coin168""]",0,146,"[""Tabla de surf"",""Robot"",""Carrito""]",3,99.99,9,8,9,6,0,1,4,0,0,"[50,100,75,0]","[25,0,25,0]","[3,1,2,0]","[6,7,6,0]",383
294,6,44,2,2,511,45.267,18.5669,29.4002,28.6002,4.81676,5.35005,17,20,9,7,15,5,2,3,1,15.33,9,2,116,7,58,4,21,4,5,6,2,1,122,2,4,22,0,0,22,"[""208"",""188"",""92"",""93"",""82"",""204""]",1,68,"[""Carrito"",""Robot"",""Carrito""]",3,99.99,5,9,9,3,10,10,0,4,4,"[25,0,75,0]","[25,50,25,0]","[2,7,6,0]","[2,5,6,0]",487
295,6,5,2,3,352,56.4471,41.7677,16.4669,22.0634,9.81658,4.53345,16,26,9,5,18,7,1,3,3,17,10,2.33,131,6,75,5,18,6,6,5,1,3,95,6,4,18,6,3,12,"[""222"",""93"",""56"",""59"",""49"",""32"",""208"",""147"",""22"",""25"",""Coin127"",""Coin73"",""Coin218"",""Coin10"",""Coin12"",""Coin50"",""Coin168"",""Coin20"",""Coin140""]",0,159,"[""Alcancia"",""Alcancia"",""Robot""]",1,0,7,5,8,8,0,0,1,0,0,"[0,50,25,0]","[50,25,50,0]","[4,2,3,0]","[3,1,4,0]",384
296,6,23,2,1,387,139.236,92.9518,61.0678,3.05004,2.61672,13.2669,0,2,3,0,1,0,4,1,0,1.67,0.33,1.67,300,11,103,0,28,1,1,8,1,0,81,11,8,13,1,0,12,"[""63"",""93"",""84"",""22"",""25"",""10"",""12"",""32"",""50"",""54"",""56"",""59"",""73"",""69"",""82"",""116"",""119"",""218"",""215"",""Coin222""]",0,68,"[""AletasUnPack"",""Tabla de surf"",""Alcancia""]",1,0,9,6,6,10,0,0,4,0,0,"[25,75,25,0]","[25,25,50,0]","[3,2,2,0]","[5,5,5,0]",257
297,6,37,3,3,609,40.3007,18.0001,33.8339,10.9005,11.2334,8.0337,11,10,31,6,8,25,4,3,9,17.33,13,5.33,101,6,67,5,11,18,1,6,15,0,67,8,3,16,16,14,0,"[""127"",""110"",""168"",""119"",""54"",""56"",""22"",""14"",""32"",""63"",""59"",""Coin20"",""Coin50"",""Coin82"",""Coin193"",""Coin218"",""Coin222"",""Coin113"",""Coin208"",""Coin93"",""Coin157"",""Coin204"",""Coin140"",""Coin12"",""Coin155"",""Coin219"",""Coin154"",""Coin10"",""Coin25"",""Coin73"",""Coin89"",""Coin39"",""Coin215"",""Coin182"",""Coin69"",""Coin133"",""Coin116"",""Coin84"",""Coin3"",""Coin147"",""Coin145""]",0,283,"[""Alcancia"",""Carrito"",""Alcancia""]",1,0,9,9,9,10,9,8,4,4,3,"[25,25,25,0]","[25,25,50,0]","[4,7,5,0]","[0,0,5,0]",569
298,7,271,5,3,549,163.303,240.002,179.803,4.9334,5.61674,10.4002,4,3,4,0,0,1,0,0,0,3.67,0.33,0,591,11,5,0,22,5,3,7,2,0,169,7,0,17,12,1,5,"[""218"",""127"",""59"",""50"",""22"",""3"",""14"",""Coin25"",""Coin56"",""Coin69"",""Coin73"",""Coin82"",""Coin119"",""Coin147"",""Coin154"",""Coin168"",""Coin182"",""Coin193"",""Coin215"",""Coin222""]",0,165,"[""Robot"",""Tabla de surf"",""Carrito""]",3,99.99,8,6,8,0,0,2,0,0,0,"[25,25,25,0]","[50,50,25,0]","[2,1,4,0]","[3,2,2,0]",200
299,6,25,3,4,442,150.552,152.775,240.003,3.66687,11.8668,10.4334,16,17,17,6,11,8,2,5,4,16.67,8.33,3.67,551,5,4,6,16,8,6,6,1,2,70,5,1,19,2,0,17,"[""192"",""154"",""25"",""22"",""193"",""50"",""Coin59"",""Coin63""]",1,71,"[""Robot"",""Tabla de surf"",""Linterna""]",2,0,5,7,2,0,0,0,0,2,0,"[50,25,0,0]","[50,50,1,0]","[2,3,1,0]","[0,0,0,0]",284
300,10,0,3,4,499,68.1984,58.6487,31.2324,2.18326,5.89986,2.6001,6,8,13,0,1,2,0,2,0,9,1,0.67,167,10,5,1,23,5,2,7,1,1,57,8,6,16,0,0,16,"[""31"",""48"",""215"",""214"",""193"",""155"",""154"",""169"",""168"",""113"",""3"",""22"",""26"",""25""]",0,71,"[""Robot"",""Tabla de surf""]",2,0,0,12,12,0,6,7,0,3,4,"[0,25,0,0]","[0,25,25,0]","[0,4,8,0]","[0,0,6,0]",267
301,10,216,5,2,377,112.664,65.8482,52.415,7.68274,7.89954,7.18328,23,5,6,4,0,1,3,0,0,11.33,1.67,1,239,11,1,0,27,1,2,8,0,1,72,14,0,10,8,0,2,"[""215"",""182"",""218"",""222"",""168"",""154"",""193"",""113"",""110"",""127"",""69"",""147"",""63"",""82"",""Coin14"",""Coin25"",""Coin22"",""Coin56"",""Coin3"",""Coin50"",""Coin59"",""Coin140""]",0,119,[],0,0,12,12,12,0,0,0,0,2,2,"[0,25,50,0]","[50,25,25,0]","[2,2,3,0]","[8,9,8,0]",345
303,10,32,4,2,217,44.4817,45.575,47.1156,5.59953,8.30001,16.865,0,0,3,0,0,0,0,0,0,1,0,0,147,10,0,1,30,0,0,9,0,0,72,18,0,6,5,0,1,"[""3"",""14"",""22"",""25"",""50"",""59"",""63"",""69"",""73"",""82"",""110"",""113"",""127"",""140"",""147"",""154"",""168"",""182"",""Coin193"",""Coin204"",""Coin215"",""Coin218"",""Coin222""]",0,88,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,9,12,12,0,0,0,0,0,0,"[25,25,50,0]","[25,25,25,0]","[2,4,4,0]","[6,7,8,0]",255
304,7,9,2,1,262,62.4257,59.7919,74.4373,2.5347,3.2802,10.1886,2,8,2,1,4,1,2,0,0,4,2,0.67,368,0,1,11,0,0,30,0,0,9,166,14,0,10,4,0,6,"[""3"",""14"",""22"",""25"",""50"",""56"",""59"",""63"",""69"",""73"",""82"",""110"",""127"",""140"",""Coin147"",""Coin154"",""Coin168"",""Coin182""]",0,169,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,0,9,9,0,3,2,0,0,0,"[0,50,25,0]","[0,25,50,0]","[0,3,2,0]","[0,8,6,0]",317
305,12,30,6,7,579,70.0691,61.9099,59.3255,5.5434,14.2142,12.9055,3,3,1,0,1,0,0,0,0,2.33,0.33,0,200,11,0,0,29,0,1,9,0,0,60,24,0,0,0,0,0,"[""25"",""14"",""22"",""3"",""82"",""50"",""113"",""193"",""182"",""168"",""154"",""140"",""110"",""63"",""59"",""69"",""147"",""204"",""218"",""222"",""127"",""215"",""73"",""56""]",0,71,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,12,12,2,0,0,0,0,0,"[25,25,25,0]","[25,50,50,0]","[3,2,4,0]","[8,10,10,0]",354
306,8,16,4,3,363,59.4601,51.9536,54.2562,8.56533,13.27,13.7503,2,5,3,0,3,1,0,0,1,3.33,1.33,0.33,173,10,5,1,28,2,0,9,0,0,74,18,8,6,3,0,3,"[""3"",""8"",""14"",""16"",""22"",""50"",""56"",""63"",""93"",""73"",""69"",""82"",""113"",""116"",""103"",""108"",""110"",""143"",""140"",""130"",""147"",""168"",""154"",""204"",""182"",""193"",""Coin215"",""Coin222"",""Coin218""]",0,72,"[""Tabla de surf"",""Sombrero"",""Lentes""]",1,0,9,9,9,5,0,0,0,0,0,"[100,25,50,0]","[0,75,25,0]","[3,2,2,0]","[6,8,7,0]",277
307,6,2,2,1,183,2.67367,2.91573,2.05426,1.74573,1.7395,1.24249,7,8,6,6,6,6,2,3,2,7,6,2.33,45,0,0,11,0,0,30,0,0,9,136,19,0,5,0,0,5,"[""3"",""14"",""59"",""56"",""69"",""82"",""73"",""63"",""113"",""127"",""140"",""182"",""147"",""193"",""215"",""204"",""222"",""154"",""168""]",0,272,[],0,0,0,0,0,0,0,0,0,0,0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",417
308,10,7,4,5,316,22.9997,29.0834,18.4668,1.71693,7.98339,2.03285,8,1,6,0,1,2,0,0,1,5,1,0.33,78,11,0,0,29,1,0,9,0,0,49,21,0,3,0,0,3,"[""3"",""14"",""25"",""22"",""63"",""50"",""73"",""82"",""110"",""127"",""140"",""154"",""147"",""204"",""218"",""222"",""215"",""193"",""182"",""113"",""168""]",1,66,"[""Tabla de surf"",""Carrito"",""Robot""]",3,99.99,12,12,12,7,0,0,4,2,1,"[0,50,25,0]","[75,50,50,0]","[4,2,5,0]","[11,9,6,0]",218
309,8,41,6,5,748,60.6185,78.1938,77.0509,2.79977,4.2742,3.1808,8,22,11,0,10,5,0,3,2,13.67,5,1.67,225,10,0,1,28,1,1,8,1,0,111,17,0,7,6,0,1,"[""14"",""3"",""22"",""25"",""50"",""56"",""63"",""59"",""69"",""73"",""82"",""110"",""127"",""140"",""154"",""147"",""168"",""Coin182"",""Coin193"",""Coin204"",""Coin218"",""Coin222"",""Coin215""]",0,85,"[""Tabla de surf"",""Carrito"",""Camara""]",2,0,9,9,9,5,4,0,2,2,0,"[50,50,25,0]","[50,50,50,0]","[4,2,1,0]","[7,5,3,0]",343
310,7,9,4,1,410,52.3515,76.1729,44.1673,5.5167,11.2156,14.2142,8,30,15,0,16,8,0,3,2,17.67,8,1.67,192,11,6,0,23,1,6,8,0,1,117,6,1,18,5,0,13,"[""50"",""57"",""215"",""222"",""193"",""204"",""168"",""Coin140"",""Coin127"",""Coin82"",""Coin69"",""Coin22""]",1,135,[],0,0,6,9,9,0,10,0,0,4,0,"[25,50,50,0]","[75,0,50,0]","[1,7,3,0]","[5,8,6,0]",300
311,7,11,2,3,402,91.1607,19.002,15.9868,2.94296,14.1148,5.61611,33,9,14,6,7,10,3,1,3,18.67,7.67,2.33,142,11,14,0,19,4,7,5,2,3,87,14,1,10,0,0,10,"[""182"",""168"",""69"",""82"",""50"",""3"",""22"",""25"",""14"",""154"",""63"",""127"",""133"",""56"",""59""]",1,70,[],0,0,0,0,0,0,0,0,0,0,0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",118
312,7,8,2,4,391,43.8608,19.6979,4.00914,1.99624,3.8766,2.3359,9,17,7,0,12,7,0,0,2,11,6.33,0.67,80,6,34,5,24,5,1,7,2,0,83,12,2,12,4,0,8,"[""127"",""63"",""14"",""3"",""22"",""25"",""56"",""59"",""69"",""73"",""89"",""110"",""113"",""119"",""Coin168"",""Coin182"",""Coin193"",""Coin204""]",0,101,[],0,0,9,9,9,10,1,2,3,0,1,"[25,25,50,0]","[25,50,25,0]","[3,3,4,0]","[1,0,0,0]",192
313,7,743,2,3,264,22.7626,24.3862,22.7295,10.4536,2.982,7.50471,16,97,16,10,73,12,3,20,4,43,31.67,9,78,4,40,7,19,7,4,3,3,4,78,8,3,16,4,0,12,"[""59"",""182"",""141"",""72"",""56"",""79"",""63"",""218"",""215"",""113"",""3"",""Coin22"",""Coin127"",""Coin110"",""Coin140""]",1,80,"[""Tabla de surf"",""Robot"",""BotasUnPack""]",2,0,9,8,9,9,10,3,4,4,3,"[25,25,25,0]","[50,25,50,0]","[4,6,3,0]","[5,1,7,0]",327
314,8,553,4,3,403,46.5529,6.01371,59.5747,2.0874,3.09798,2.86604,14,12,16,1,11,8,1,2,5,14,6.67,2.67,125,10,6,1,23,4,3,8,1,0,116,13,0,11,5,0,6,"[""3"",""14"",""22"",""25"",""56"",""59"",""63"",""69"",""82"",""110"",""127"",""147"",""154"",""Coin168"",""Coin193"",""Coin215"",""Coin218"",""Coin222""]",0,89,"[""Robot"",""Tabla de surf"",""Lentes""]",2,0,9,9,8,7,1,0,1,0,0,"[50,50,50,0]","[25,50,50,0]","[4,2,2,0]","[5,8,7,0]",429
315,7,670,4,4,363,79.3366,53.5443,104.812,2.0377,5.88116,8.06796,17,7,28,1,2,13,5,3,7,17.33,5.33,5,246,10,0,1,13,11,6,2,5,2,386,3,0,21,4,0,17,"[""222"",""215"",""110"",""Coin69"",""Coin50"",""Coin22"",""Coin3""]",0,93,"[""Robot"",""Robot"",""Alcancia""]",2,0,8,8,9,6,1,0,3,2,1,"[25,0,25,0]","[50,50,50,0]","[4,3,4,0]","[6,8,6,0]",297
316,7,490,4,5,562,13.1539,11.5138,7.93544,2.46843,5.43387,3.14767,8,13,10,4,8,8,4,5,1,10.33,6.67,3.33,44,11,5,0,15,9,6,8,1,0,95,1,13,23,7,2,16,"[""137"",""108"",""112"",""103"",""118"",""130"",""126"",""164"",""210"",""186"",""4"",""16"",""140"",""139"",""Coin182"",""Coin193"",""Coin73"",""Coin3"",""Coin113"",""Coin168"",""Coin155"",""Coin154"",""Coin200""]",1,141,"[""Robot"",""Carrito"",""Alcancia""]",2,0,9,9,9,10,10,10,4,4,4,"[25,75,50,0]","[25,0,25,0]","[2,3,3,0]","[2,4,4,0]",594
317,7,33,3,1,362,61.7782,59.5417,56.1288,28.3789,8.33303,7.75319,3,7,8,0,6,6,0,0,2,6,4,0.67,189,10,8,1,25,4,1,5,4,0,69,9,2,15,7,0,8,"[""4"",""8"",""22"",""3"",""110"",""127"",""56"",""59"",""63"",""69"",""73"",""Coin82"",""Coin140"",""Coin168"",""Coin182"",""Coin193"",""Coin215"",""Coin222""]",0,123,"[""Carrito"",""Robot"",""Alcancia""]",2,0,1,1,9,0,0,0,0,0,0,"[1,1,75,0]","[0,0,25,0]","[0,1,2,0]","[0,0,0,0]",163
318,7,826,4,2,914,66.4166,208.09,46.4866,3.21394,9.92343,14.1479,12,61,12,3,34,7,0,7,1,28.33,14.67,2.67,366,5,14,6,13,14,3,3,6,1,132,8,12,16,7,6,9,"[""219"",""204"",""186"",""154"",""136"",""129"",""145"",""147"",""193"",""215"",""218"",""222"",""172"",""157"",""156"",""155"",""130"",""133"",""140"",""143"",""Coin110"",""Coin119"",""Coin82"",""Coin93"",""Coin73"",""Coin80"",""Coin54"",""Coin59"",""Coin63"",""Coin39"",""Coin20"",""Coin14"",""Coin3""]",0,135,"[""Carrito"",""Carrito"",""Carrito""]",3,99.99,9,8,7,10,3,1,4,1,1,"[25,25,50,0]","[0,50,25,0]","[5,4,1,0]","[0,0,0,0]",358
319,7,8,3,1,238,44.2832,39.1474,10.0891,4.78777,6.44444,4.29077,16,24,15,3,15,11,4,2,2,18.33,9.67,2.67,101,11,8,0,18,12,0,5,4,0,126,4,3,20,13,8,7,"[""204"",""222"",""12"",""3"",""116"",""84"",""147"",""Coin113"",""Coin119"",""Coin127"",""Coin143"",""Coin208"",""Coin219"",""Coin218"",""Coin168"",""Coin82"",""Coin69"",""Coin59"",""Coin56"",""Coin14"",""Coin224"",""Coin193"",""Coin140"",""Coin49"",""Coin145"",""Coin50"",""Coin20"",""Coin182""]",0,264,"[""Robot"",""Alcancia"",""Carrito""]",2,0,9,9,9,0,0,0,0,0,1,"[25,75,50,0]","[50,0,50,0]","[3,3,2,0]","[0,0,0,0]",174
320,8,54,4,4,542,124.077,109.5,29.787,34.5915,6.29533,2.2862,5,10,4,0,6,2,0,1,0,6.33,2.67,0.33,279,10,1,1,25,1,4,8,0,1,86,10,0,14,12,0,2,"[""22"",""3"",""14"",""59"",""56"",""25"",""63"",""50"",""69"",""82"",""Coin110"",""Coin140"",""Coin193"",""Coin113"",""Coin182"",""Coin127"",""Coin222"",""Coin154"",""Coin147"",""Coin218"",""Coin73"",""Coin215""]",0,284,"[""Robot"",""Carrito"",""Tabla de surf""]",3,99.99,9,9,8,1,0,0,0,0,0,"[25,75,75,0]","[50,25,0,0]","[2,3,0,0]","[5,4,3,0]",298
